1 1:1 2:48 3:30000
0 1:1 2:31 3:74000
0 1:1 2:35 3:72000
0 1:1 2:46 3:96000
0 1:1 2:37 3:80000
0 1:1 2:36 3:50000
0 1:1 2:46 3:22000
0 1:1 2:40 3:47000
1 1:1 2:47 3:49000
0 1:1 2:26 3:16000
1 1:1 2:36 3:99000
1 1:1 2:48 3:41000
0 1:1 2:50 3:44000
0 1:1 2:29 3:61000
0 1:1 2:26 3:118000
1 1:1 2:57 3:74000
0 1:1 2:37 3:33000
1 1:1 2:48 3:119000
0 1:1 2:35 3:44000
0 1:1 2:22 3:81000
0 1:1 2:23 3:82000
0 1:1 2:41 3:72000
0 1:1 2:20 3:82000
1 1:1 2:57 3:33000
0 1:1 2:36 3:75000
0 1:1 2:41 3:60000
0 1:1 2:51 3:134000
1 1:1 2:58 3:47000
0 1:1 2:37 3:80000
0 1:1 2:35 3:61000
0 1:1 2:42 3:54000
0 1:1 2:46 3:59000
1 1:1 2:34 3:112000
0 1:1 2:33 3:31000
1 1:1 2:27 3:137000
0 1:1 2:39 3:77000
0 1:1 2:38 3:61000
1 1:1 2:32 3:100000
0 1:1 2:27 3:54000
0 1:1 2:22 3:27000
0 1:1 2:38 3:80000
0 1:1 2:40 3:75000
1 1:1 2:40 3:71000
0 1:1 2:26 3:72000
0 1:1 2:22 3:18000
0 1:1 2:47 3:47000
0 1:1 2:40 3:57000
0 1:1 2:38 3:112000
0 1:1 2:44 3:39000
1 1:1 2:30 3:107000
1 1:1 2:59 3:76000
1 1:1 2:60 3:34000
1 1:1 2:36 3:125000
0 1:1 2:45 3:79000
0 1:1 2:42 3:65000
1 1:1 2:35 3:97000
0 1:1 2:37 3:57000
0 1:1 2:26 3:15000
0 1:1 2:34 3:43000
1 1:1 2:49 3:89000
1 1:1 2:58 3:23000
0 1:1 2:41 3:71000
0 1:1 2:34 3:72000
1 1:1 2:45 3:45000
0 1:1 2:41 3:45000
0 1:1 2:42 3:70000
0 1:1 2:35 3:53000
0 1:1 2:41 3:72000
0 1:1 2:28 3:85000
0 1:1 2:31 3:68000
0 1:1 2:35 3:50000
0 1:1 2:35 3:50000
0 1:1 2:35 3:22000
1 1:1 2:46 3:88000
0 1:1 2:26 3:52000
1 1:1 2:56 3:104000
1 1:1 2:37 3:93000
0 1:1 2:26 3:81000
0 1:1 2:38 3:71000
1 1:1 2:47 3:25000
0 1:1 2:27 3:57000
1 1:1 2:37 3:146000
0 1:1 2:33 3:113000
0 1:1 2:28 3:59000
0 1:1 2:38 3:51000
0 1:1 2:28 3:89000
1 1:1 2:47 3:34000
1 1:1 2:32 3:117000
0 1:1 2:26 3:80000
0 1:1 2:21 3:16000
1 1:1 2:41 3:87000
1 1:1 2:27 3:96000
0 1:1 2:35 3:79000
0 1:1 2:35 3:39000
1 1:1 2:36 3:144000
0 1:1 2:25 3:80000
0 1:1 2:59 3:42000
0 1:1 2:21 3:68000
0 1:1 2:26 3:15000
0 1:1 2:33 3:41000
0 1:1 2:41 3:52000
0 1:1 2:35 3:77000
1 1:1 2:52 3:38000
0 1:1 2:38 3:59000
0 1:1 2:25 3:90000
1 1:1 2:53 3:82000
1 1:1 2:48 3:96000
0 1:1 2:28 3:79000
0 1:1 2:30 3:62000
1 1:1 2:46 3:32000
0 1:1 2:42 3:79000
0 1:1 2:27 3:90000
0 1:1 2:31 3:66000
1 1:1 2:39 3:106000
0 1:1 2:20 3:82000
0 1:1 2:46 3:82000
0 1:1 2:19 3:21000
0 1:1 2:29 3:43000
1 1:1 2:39 3:134000
0 1:1 2:26 3:80000
0 1:1 2:28 3:44000
0 1:1 2:36 3:54000
0 1:1 2:29 3:80000
0 1:1 2:35 3:108000
1 1:1 2:60 3:42000
1 1:1 2:57 3:60000
0 1:1 2:27 3:84000
0 1:1 2:35 3:27000
0 1:1 2:37 3:53000
1 1:1 2:39 3:134000
0 1:1 2:33 3:69000
1 1:1 2:55 3:125000
0 1:1 2:26 3:17000
0 1:1 2:32 3:117000
0 1:1 2:31 3:34000
0 1:1 2:38 3:55000
0 1:1 2:35 3:72000
0 1:1 2:29 3:43000
1 1:1 2:54 3:70000
0 1:1 2:39 3:71000
0 1:1 2:28 3:32000
0 1:1 2:24 3:84000
0 1:1 2:21 3:88000
0 1:1 2:19 3:70000
1 1:1 2:46 3:41000
1 1:1 2:42 3:104000
0 1:1 2:43 3:133000
0 1:1 2:37 3:75000
0 1:1 2:41 3:51000
1 1:1 2:31 3:118000
0 1:1 2:30 3:116000
1 1:1 2:37 3:79000
0 1:1 2:27 3:58000
0 1:1 2:24 3:27000
1 1:1 2:52 3:21000
0 1:1 2:42 3:53000
0 1:1 2:38 3:50000
0 1:1 2:23 3:28000
1 1:1 2:49 3:88000
1 1:1 2:48 3:138000
0 1:1 2:23 3:63000
0 1:1 2:31 3:15000
0 1:1 2:48 3:141000
0 1:1 2:38 3:71000
1 1:1 2:48 3:33000
1 1:1 2:37 3:78000
1 1:1 2:45 3:22000
0 1:1 2:35 3:73000
1 1:1 2:59 3:88000
0 1:1 2:24 3:19000
1 1:1 2:60 3:108000
0 1:1 2:41 3:52000
0 1:1 2:18 3:86000
1 1:1 2:51 3:23000
1 1:1 2:56 3:133000
0 1:1 2:40 3:57000
1 1:1 2:53 3:143000
0 1:1 2:41 3:72000
0 1:1 2:35 3:23000
1 1:1 2:45 3:22000
1 1:1 2:30 3:135000
0 1:1 2:27 3:20000
0 1:1 2:37 3:71000
0 1:1 2:41 3:72000
0 1:1 2:23 3:20000
1 1:1 2:60 3:42000
0 1:1 2:20 3:74000
0 1:1 2:24 3:55000
0 1:1 2:42 3:64000
0 1:1 2:40 3:59000
1 1:1 2:49 3:141000
0 1:1 2:31 3:18000
1 1:1 2:48 3:131000
0 1:1 2:33 3:51000
1 1:1 2:52 3:138000
1 1:1 2:54 3:26000
0 1:1 2:26 3:35000
1 1:1 2:47 3:20000
1 1:1 2:50 3:36000
1 1:1 2:46 3:79000
0 1:1 2:25 3:33000
0 1:1 2:25 3:22000
1 1:1 2:36 3:126000
0 1:1 2:27 3:58000
1 1:1 2:42 3:108000
0 1:1 2:22 3:63000
1 1:1 2:49 3:36000
0 1:1 2:23 3:66000
1 1:1 2:59 3:130000
0 1:1 2:38 3:50000
0 1:1 2:31 3:76000
0 1:1 2:27 3:31000
1 1:1 2:53 3:104000
1 1:1 2:43 3:112000
0 1:1 2:26 3:86000
0 1:1 2:41 3:59000
0 1:1 2:35 3:25000
0 1:1 2:24 3:89000
0 1:1 2:37 3:52000
0 1:1 2:42 3:65000
0 1:1 2:30 3:89000
0 1:1 2:36 3:33000
0 1:1 2:19 3:76000
0 1:1 2:32 3:86000
1 1:1 2:36 3:118000
1 1:1 2:40 3:142000
0 1:1 2:29 3:28000
0 1:1 2:39 3:59000
0 1:1 2:30 3:49000
1 1:1 2:58 3:38000
